ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
59,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",NA,Apples,NA,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Video-based Online Courses,NA,4,NA,Student,NA,NA,NA,NA,NA,India,NA,NA,C;C++;HTML/CSS;JavaScript;Python;SQL,C++;HTML/CSS;Python,C++;HTML/CSS;Python,SQLite,NA,NA,NA,NA,NA,Django;Node.js,Django,Django,Arduino,Arduino,Arduino,NA,NA,NA,npm,NA,NA,Code::Blocks;PyCharm;Visual Studio Code,Code::Blocks;Visual Studio Code,Code::Blocks;Visual Studio Code,Android;Ubuntu;Windows,Windows,NA,NA,NA,Discord;Telegram;Whatsapp,Whatsapp,Whatsapp,ChatGPT,GitHub Copilot;Google Gemini,NA,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,Neutral,Yes,Favorable,Increase productivity;Greater efficiency;Make workload more manageable,Somewhat trust,Neither good or bad at handling complex tasks,Debugging and getting help;Search for answers,,,,Search for answers,Debugging and getting help,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Energy demand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,NA
60,I am a developer by profession,25-34 years old,"Not employed, but looking for work",NA,Apples,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)","Technical documentation;Written Tutorials;Stack Overflow;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base,11,6,"Developer, back-end",NA,NA,NA,NA,NA,Ireland,NA,NA,Bash/Shell (all shells);C#;Java;PowerShell;Python;SQL,Bash/Shell (all shells);C#;Java;JavaScript;Python;SQL,Bash/Shell (all shells);C#;Java;Python;SQL,Elasticsearch;H2;Oracle,NA,NA,OpenShift,Amazon Web Services (AWS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eclipse;Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Windows,Red Hat;Windows,Confluence;Jira,Confluence;Jira,Confluence;Jira,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Microsoft Teams;Zoom,NA,NA,NA,Stack Overflow,A few times per week,No,NA,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not at all","No, but I plan to soon",Favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Imitating a person's likeness;Energy demand,"Don’t trust the output or answers;Lack of executive buy-in;They create more work (more code/PRs to review, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,NA
61,I code primarily as a hobby,18-24 years old,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)",Apples,Hobby;Contribute to open-source projects;School or academic work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Books / Physical media,NA,NA,5,NA,Other (please specify):,NA,NA,NA,NA,NA,Nepal,NA,NA,Assembly;C++;Go;HTML/CSS;JavaScript;Julia;Lisp;PHP;Prolog;Rust;SQL;TypeScript,Assembly;C++;Go;HTML/CSS;Julia;Lisp;Rust;SQL;Zig,Assembly;C++;Go;HTML/CSS;Julia;Lisp;Rust;SQL,Cloud Firestore;MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,Cloudflare;Firebase,Cloudflare;Firebase,Cloudflare;Firebase,Htmx;jQuery;React,NA,NA,Arduino;CMake;Cargo;GNU GCC;LLVM's Clang;QMake,Arduino;CMake;Cargo;GNU GCC;LLVM's Clang,Arduino;CMake;Cargo;GNU GCC;LLVM's Clang,Opencv;OpenGL;Qt,CUDA;Opencv;OpenGL;Qt,Opencv;OpenGL;Qt,APT;Docker;Ninja;npm;Pip;Vite,Ninja,Ninja,CLion;Qt Creator;Vim,CLion;Vim,CLion;Vim,Ubuntu,Ubuntu,Jira,NA,NA,Discord;Google Meet;Jitsi;Microsoft Teams;Slack;Telegram;Zoom,Jitsi;Telegram,Jitsi;Telegram,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT,ChatGPT,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,Daily or almost daily,Yes,A few times per month or weekly,Quickly finding code solutions,Neutral,Yes,Favorable,Greater efficiency,Somewhat distrust,Very poor at handling complex tasks,Writing code;Debugging and getting help;Search for answers;Generating content or synthetic data,Documenting code,Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics,Writing code;Debugging and getting help;Search for answers;Generating content or synthetic data,,,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data,Don’t trust the output or answers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Neither easy nor difficult,NA,NA
62,I am a developer by profession,55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Blogs;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Video-based Online Courses;Written-based Online Courses,NA,40,29,"Developer, back-end",NA,NA,NA,NA,NA,Switzerland,NA,NA,C#;JavaScript;SQL;TypeScript,C#;JavaScript;SQL;TypeScript,C#;JavaScript;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;jQuery,Angular;ASP.NET;ASP.NET CORE;Blazor,Angular;ASP.NET;ASP.NET CORE,NA,NA,NA,.NET (5+) ;.NET Framework (1.0 - 4.8);Roslyn,.NET (5+) ;.NET Framework (1.0 - 4.8);Roslyn,.NET (5+) ;.NET Framework (1.0 - 4.8);Roslyn,MSBuild;Visual Studio Solution,Docker;MSBuild;Visual Studio Solution,MSBuild;Visual Studio Solution,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Windows,Azure Devops;Wikis,Azure Devops;Confluence;Jira;Markdown File;Microsoft Lists;Microsoft Planner;Wikis,Azure Devops;Wikis,Microsoft Teams,Microsoft Teams,Microsoft Teams,ChatGPT;Visual Studio Intellicode,Visual Studio Intellicode,Visual Studio Intellicode,Stack Overflow,Multiple times per day,Yes,Multiple times per day,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques,"Yes, definitely","No, but I plan to soon",Indifferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data,"Don’t trust the output or answers;Lack of executive buy-in;They create more work (more code/PRs to review, etc.)",Yes,Individual contributor,29,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Maintaining security of code being produced;Maintaining security of systems/platforms used in work,DevOps function;Automated testing,Hybrid (on-prem and cloud),A coworker,Higher Education,0,0,10,20,30,20,20,0,0,Appropriate in length,Neither easy nor difficult,NA,7
63,I am learning to code,18-24 years old,"Student, part-time",NA,Apples,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Coding Bootcamp",Stack Overflow;Social Media;Interactive tutorial;Written-based Online Courses;AI;Other (Please specify):,NA,5,NA,Student,NA,NA,NA,NA,NA,Algeria,NA,NA,Assembly;C;HTML/CSS;JavaScript,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;JavaScript,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,npm;Pacman;Pip,Bun;Gradle;Pip;Vite,Pip,Visual Studio Code,IntelliJ IDEA;Visual Studio Code,Visual Studio Code,Android;Windows,Arch;Fedora,NA,NA,NA,Discord;Google Meet;Telegram;Whatsapp,Discord;Signal;Telegram,Discord;Telegram,ChatGPT;Tabnine;Visual Studio Intellicode,ChatGPT;Codeium;GitHub Copilot;Visual Studio Intellicode,ChatGPT;Visual Studio Intellicode,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,Neutral,Yes,Unsure,Increase productivity;Greater efficiency;Speed up learning,Neither trust nor distrust,Bad at handling complex tasks,Writing code;Debugging and getting help;Search for answers,Learning about a codebase;Project planning;Documenting code;Testing code;Predictive analytics,Committing and reviewing code;Deployment and monitoring;Generating content or synthetic data,,Writing code,Debugging and getting help;Search for answers,,,No,Circulating misinformation or disinformation;Replacing jobs without options for new employment opportunities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,NA
64,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Technical documentation;Books;Written Tutorials;Stack Overflow;Interactive tutorial;Written-based Online Courses;Certification videos;Online challenges (e.g., daily or weekly coding challenges)",User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free),5,5,DevOps specialist,NA,NA,NA,NA,NA,Bulgaria,NA,NA,PowerShell;Ruby,Go;PowerShell;Ruby;Rust,PowerShell;Ruby,NA,NA,NA,VMware,Amazon Web Services (AWS);Microsoft Azure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ansible;Docker,Ansible;Docker;Godot;Kubernetes;Terraform,Ansible;Docker,Vim;Visual Studio Code,Vim;Visual Studio Code,Vim;Visual Studio Code,Red Hat;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Ubuntu;Windows;Windows Subsystem for Linux (WSL),Confluence;Jira;Miro;Obsidian,Azure Devops;Confluence;Jira;Obsidian,Confluence;Jira;Obsidian,Microsoft Teams,Microsoft Teams,Microsoft Teams,Bing AI,Bing AI,Bing AI,Stack Overflow;Stack Exchange,A few times per week,No,NA,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,Neutral,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,People manager,9,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,3-5 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Complexity of tech stack for build;Reliability of tools/systems used in work,DevOps function;Automated testing;Knowledge sharing community;Continuous integration (CI) and (more often) continuous delivery,On-prem,A coworker,Banking/Financial Services,0,0,0,0,0,0,0,0,0,Appropriate in length,Easy,NA,9
65,"I used to be a developer by profession, but no longer am",45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;Friend or family member,NA,NA,39,NA,Engineering manager,NA,NA,NA,NA,NA,Sweden,NA,NA,Java,Java,Java,PostgreSQL,PostgreSQL,PostgreSQL,Google Cloud,Google Cloud,Google Cloud,Spring Boot,Spring Boot,Spring Boot,NA,NA,NA,Apache Kafka,Apache Kafka,Apache Kafka,Maven (build tool),Maven (build tool),Maven (build tool),Eclipse;Emacs;IntelliJ IDEA,Eclipse;IntelliJ IDEA,Eclipse;IntelliJ IDEA,MacOS,MacOS,Jira,Jira,Jira,Microsoft Teams;Slack,Microsoft Teams;Slack,Microsoft Teams;Slack,ChatGPT,GitHub Copilot;Google Gemini,NA,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,Quickly finding code solutions;Learning new-to-me technology/techniques,"Yes, somewhat","No, but I plan to soon",Indifferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Circulating misinformation or disinformation;Biased results that do not represent diverse viewpoints;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,27,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,Less than 15 minutes a day,Less than 15 minutes a day,Complexity of tech stack for deployment,DevOps function;Automated testing;Observability tools;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),A coworker,Banking/Financial Services,15,15,7,8,5,7,30,10,3,Appropriate in length,Easy,NA,9
66,I am a developer by profession,18-24 years old,"Student, full-time",NA,Apples,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Blogs;Written Tutorials;Stack Overflow;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses,NA,6,1,Student,NA,NA,NA,NA,NA,"Iran, Islamic Republic of...",NA,NA,Assembly;C;C++;Dart;Kotlin;PHP;SQL,C++;Dart,C++;Dart,MariaDB,MariaDB,MariaDB,Netlify,NA,NA,Laravel,Laravel,Laravel,GNU GCC;LLVM's Clang;MSVC;Ninja,GNU GCC;LLVM's Clang,GNU GCC;LLVM's Clang,Flutter,Flutter,Flutter,Gradle;Make;Ninja,NA,NA,Android Studio;IntelliJ IDEA;PhpStorm;Visual Studio;Visual Studio Code,Android Studio;IntelliJ IDEA;PhpStorm;Visual Studio Code,Android Studio;IntelliJ IDEA;PhpStorm;Visual Studio Code,Android;Windows;Windows Subsystem for Linux (WSL),,Notion,Notion,Notion,Telegram,Telegram,Telegram,ChatGPT;Google Gemini,NA,NA,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,NA
67,I am a developer by profession,18-24 years old,"Student, full-time",NA,Apples,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)","Stack Overflow;How-to videos;Video-based Online Courses;AI;Online challenges (e.g., daily or weekly coding challenges)",NA,6,Less than 1 year,Student,NA,NA,NA,NA,NA,Switzerland,NA,NA,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Haskell;Java;Python;SQL,Bash/Shell (all shells);C;C++;Go;Haskell;Java;Kotlin;Python;Rust;SQL,Bash/Shell (all shells);C;C++;Haskell;Java;Python;SQL,MongoDB;MySQL;PostgreSQL,NA,NA,NA,NA,NA,NA,NA,NA,Arduino;CMake;GNU GCC;LLVM's Clang,NA,NA,Flutter;Hadoop;NumPy;Pandas;Scikit-Learn;Torch/PyTorch,NumPy;Pandas,NumPy;Pandas,Docker;Make;Pip;Unity 3D;Unreal Engine,Docker;Kubernetes;Make;Pip;Unreal Engine,Docker;Make;Pip;Unreal Engine,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,iOS;iPadOS;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Ubuntu;Windows;Windows Subsystem for Linux (WSL),Monday.com;Trello,NA,NA,Signal;Slack;Whatsapp;Zoom,Signal;Slack;Whatsapp;Zoom,Signal;Slack;Whatsapp;Zoom,ChatGPT;GitHub Copilot;Google Gemini;Perplexity AI;WolframAlpha,ChatGPT;GitHub Copilot;Google Gemini;Perplexity AI;WolframAlpha,ChatGPT;GitHub Copilot;Google Gemini;Perplexity AI;WolframAlpha,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,Neutral,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning,Somewhat distrust,"Good, but not great at handling complex tasks",Writing code;Search for answers;Generating content or synthetic data,Learning about a codebase;Documenting code;Debugging and getting help;Testing code;Deployment and monitoring,Project planning;Committing and reviewing code;Predictive analytics,Writing code;Search for answers,,Generating content or synthetic data,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Imitating a person's likeness;Energy demand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,NA
68,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",NA,NA,NA,NA,NA,"Developer, full-stack",NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;Dart,C#,Microsoft SQL Server,Cosmos DB,NA,Microsoft Azure,Microsoft Azure,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Vue.js,Angular;ASP.NET CORE;React,Angular;ASP.NET CORE,NA,NA,NA,.NET (5+) ;.NET Framework (1.0 - 4.8);Flutter,.NET (5+) ;Flutter;React Native,.NET (5+) ;Flutter,Chocolatey;Docker;Homebrew;MSBuild;npm;NuGet;Terraform;Webpack,Chocolatey;Docker;NuGet,Chocolatey;Docker;NuGet,Notepad++;Rider;Vim;Visual Studio;Visual Studio Code,Rider;Visual Studio Code,Rider;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Azure Devops;Jira;Notion,Jira,Jira,Microsoft Teams;Slack;Whatsapp;Zoom,Slack;Zoom,Slack;Zoom,ChatGPT;Visual Studio Intellicode,ChatGPT;GitHub Copilot;Visual Studio Intellicode,ChatGPT;Visual Studio Intellicode,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"Yes, definitely",Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning;Make workload more manageable,Somewhat distrust,Neither good or bad at handling complex tasks,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,I am a developer by profession,35-44 years old,"Not employed, but looking for work",NA,Apples,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free);AI-powered search/dev tool (paid),15,15,"Developer, full-stack",NA,NA,NA,NA,NA,Netherlands,NA,NA,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;SQL;TypeScript,BigQuery;Cassandra;Cosmos DB;Dynamodb;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,BigQuery;Cassandra;Cosmos DB;Dynamodb;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,BigQuery;Cassandra;Cosmos DB;Dynamodb;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Express;FastAPI;Fastify;jQuery;Node.js;React;Spring Boot,Express;FastAPI;Fastify;jQuery;Node.js;React;Spring Boot,Express;FastAPI;Fastify;jQuery;Node.js;React;Spring Boot,Arduino;Rasberry Pi,Arduino;Rasberry Pi,Arduino;Rasberry Pi,Electron;Spring Framework;TensorFlow,Electron;Spring Framework;TensorFlow,Electron;Spring Framework;TensorFlow,Docker;Gradle;Homebrew;npm;pnpm;Terraform;Vite;Webpack,Docker;Gradle;npm;pnpm;Terraform;Vite;Webpack,Docker;Gradle;npm;pnpm;Terraform;Vite;Webpack,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PhpStorm;WebStorm,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PhpStorm;WebStorm,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PhpStorm;WebStorm,Android;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Android;Debian;iOS;MacOS;Red Hat;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Jira;Miro;Notion;Redmine;Trello;YouTrack,Jira;Miro;Notion;Redmine;Trello;YouTrack,Jira;Miro;Notion;Redmine;Trello;YouTrack,Cisco Webex Teams;Google Meet;IRC;Microsoft Teams;Skype;Slack;Whatsapp;Zoom,Cisco Webex Teams;Google Meet;IRC;Microsoft Teams;Skype;Slack;Whatsapp;Zoom,Cisco Webex Teams;Google Meet;IRC;Microsoft Teams;Skype;Slack;Whatsapp;Zoom,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT;GitHub Copilot;Google Gemini,Stack Overflow;Stack Exchange;Overflow API,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,"Yes, definitely",Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Highly distrust,Very well at handling complex tasks,Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code;Predictive analytics;Search for answers,,,Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code;Predictive analytics;Search for answers,,,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,NA
